resolution,series,3-gram
96,2021,automation data capture
96,2021,data capture storage
96,2021,capture storage processing
96,2021,storage processing analytics
96,2021,processing analytics system
96,2021,analytics system immunization
96,2021,system immunization administration
96,2021,immunization administration supply
96,2021,administration supply chain
96,2021,supply chain management
96,2021,chain management covid
96,2021,management covid vaccines
96,2021,covid vaccines administration
96,2021,vaccines administration identified
96,2021,administration identified stakeholders
96,2021,identified stakeholders following
96,2021,stakeholders following functions
96,2021,following functions citizen
96,2021,functions citizen vaccination
96,2021,citizen vaccination capture
96,2021,vaccination capture automation
96,2021,capture automation provider
96,2021,automation provider management
96,2021,provider management automation
96,2021,management automation supply
96,2021,automation supply chain
96,2021,supply chain management
96,2021,chain management vims
96,2021,management vims dashboarding
96,2021,vims dashboarding reporting
96,2021,dashboarding reporting analytics
96,2021,reporting analytics resolved
96,2021,analytics resolved chairperson
96,2021,resolved chairperson chairperson
96,2021,chairperson chairperson duly
96,2021,chairperson duly authorized
96,2021,duly authorized sign
96,2021,authorized sign resolution
96,2021,sign resolution behalf
96,2021,resolution behalf inter
96,2021,behalf inter agency
96,2021,inter agency task
96,2021,agency task force
96,2021,task force approved
96,2021,force approved 26th
96,2021,approved 26th january
96,2021,26th january 2021
96,2021,january 2021 videoconference
96,2021,2021 videoconference certification
97,2021,section article 1987
97,2021,article 1987 constitution
97,2021,1987 constitution states
97,2021,constitution states state
97,2021,states state protect
97,2021,state protect promote
97,2021,protect promote right
97,2021,promote right health
97,2021,right health people
97,2021,health people instill
97,2021,people instill health
97,2021,instill health consciousness
97,2021,health consciousness among
97,2021,consciousness among section
97,2021,among section executive
97,2021,section executive order
97,2021,executive order 168
97,2021,order 168 mandates
97,2021,168 mandates inter
97,2021,mandates inter agency
97,2021,inter agency task
97,2021,agency task force
97,2021,task force management
97,2021,force management emerging
97,2021,management emerging infectious
97,2021,emerging infectious diseases
97,2021,infectious diseases prevent
97,2021,diseases prevent minimize
97,2021,prevent minimize entry
97,2021,minimize entry suspected
97,2021,entry suspected confirmed
97,2021,suspected confirmed patients
97,2021,confirmed patients emerging
97,2021,patients emerging infectious
97,2021,emerging infectious diseases
97,2021,infectious diseases country
97,2021,diseases country september
97,2021,country september 2020
97,2021,september 2020 president
97,2021,2020 president issued
97,2021,president issued proclamation
97,2021,issued proclamation 1021
97,2021,proclamation 1021 2020
97,2021,1021 2020 extending
97,2021,2020 extending period
97,2021,extending period state
97,2021,period state calamity
97,2021,state calamity throughout
97,2021,calamity throughout philippines
97,2021,throughout philippines september
97,2021,philippines september 2021
97,2021,september 2021 department
97,2021,2021 department health
97,2021,department health received
97,2021,health received reports
97,2021,received reports regarding
97,2021,reports regarding new
97,2021,regarding new variant
97,2021,new variant sars
97,2021,variant sars cov
97,2021,sars cov vui
97,2021,cov vui 2020
97,2021,vui 2020 spreading
97,2021,2020 spreading united
97,2021,spreading united kingdom
97,2021,united kingdom great
97,2021,kingdom great britain
97,2021,great britain northern
97,2021,britain northern ireland
97,2021,northern ireland united
97,2021,ireland united kingdom
97,2021,united kingdom another
97,2021,kingdom another variant
97,2021,another variant identified
97,2021,variant identified south
97,2021,identified south africa
97,2021,south africa 501
97,2021,africa 501 memorandums
97,2021,501 memorandums executive
97,2021,memorandums executive secretary
97,2021,executive secretary provided
97,2021,secretary provided additional
97,2021,provided additional measures
97,2021,additional measures observed
97,2021,measures observed relative
97,2021,observed relative sars
97,2021,relative sars cov
97,2021,sars cov variant
97,2021,cov variant detected
97,2021,variant detected united
97,2021,detected united kingdom
97,2021,united kingdom including
97,2021,kingdom including imposition
97,2021,including imposition travel
97,2021,imposition travel restrictions
97,2021,travel restrictions countries
97,2021,restrictions countries jurisdictions
97,2021,countries jurisdictions new
97,2021,jurisdictions new covid
97,2021,new covid variants
97,2021,covid variants officially
97,2021,variants officially reported
97,2021,officially reported subjected
97,2021,reported subjected filipino
97,2021,subjected filipino citizens
97,2021,filipino citizens coming
97,2021,citizens coming countries
97,2021,coming countries jurisdictions
97,2021,countries jurisdictions absolute
97,2021,jurisdictions absolute day
97,2021,absolute day quarantine
97,2021,day quarantine period
97,2021,quarantine period notwithstanding
97,2021,period notwithstanding negative
97,2021,notwithstanding negative reverse
97,2021,negative reverse transcription
97,2021,reverse transcription polymerase
97,2021,transcription polymerase chain
97,2021,polymerase chain reaction
97,2021,chain reaction pcr
97,2021,reaction pcr test
97,2021,pcr test result
97,2021,test result continued
97,2021,result continued implementation
97,2021,continued implementation proactive
97,2021,implementation proactive measures
97,2021,proactive measures necessary
97,2021,measures necessary ensure
97,2021,necessary ensure utmost
97,2021,ensure utmost protection
97,2021,utmost protection health
97,2021,protection health filipino
97,2021,health filipino people
97,2021,filipino people january
97,2021,people january 2021
97,2021,january 2021 total
97,2021,2021 total thirty
97,2021,total thirty two
97,2021,thirty two thousand
97,2021,two thousand three
97,2021,thousand three hundred
97,2021,three hundred eighty
97,2021,hundred eighty four
97,2021,eighty four 384
97,2021,four 384 active
97,2021,384 active covid
97,2021,active covid cases
97,2021,covid cases philippines
97,2021,cases philippines therefore
97,2021,philippines therefore resolved
97,2021,therefore resolved hereby
97,2021,resolved hereby resolved
97,2021,hereby resolved iatf
97,2021,resolved iatf approves
97,2021,iatf approves following
97,2021,approves following effective
97,2021,following effective february
97,2021,effective february 2021
97,2021,february 2021 foreign
97,2021,2021 foreign nationals
97,2021,foreign nationals allowed
97,2021,nationals allowed enter
97,2021,allowed enter relevant
97,2021,enter relevant atf
97,2021,relevant atf resolutions
97,2021,atf resolutions subject
97,2021,resolutions subject following
97,2021,subject following conditions
97,2021,following conditions valid
97,2021,conditions valid existing
97,2021,valid existing visa
97,2021,existing visa time
97,2021,visa time entry
97,2021,time entry except
97,2021,entry except qualified
97,2021,except qualified balikbayan
97,2021,qualified balikbayan program
97,2021,balikbayan program republic
97,2021,program republic act
97,2021,republic act 6768
97,2021,act 6768 act
97,2021,6768 act instituting
97,2021,act instituting balikbayan
97,2021,instituting balikbayan program
97,2021,balikbayan program pre
97,2021,program pre booked
97,2021,pre booked accommodation
97,2021,booked accommodation least
97,2021,accommodation least seven
97,2021,least seven nights
97,2021,seven nights accredited
97,2021,nights accredited quarantine
97,2021,accredited quarantine hotel
97,2021,quarantine hotel facility
97,2021,hotel facility subject
97,2021,facility subject covid
97,2021,subject covid testing
97,2021,covid testing quarantine
97,2021,testing quarantine hotel
97,2021,quarantine hotel facility
97,2021,hotel facility sixth
97,2021,facility sixth 6th
97,2021,sixth 6th day
97,2021,6th day date
97,2021,day date arrival
97,2021,date arrival subject
97,2021,arrival subject maximum
97,2021,subject maximum capacity
97,2021,maximum capacity inbound
97,2021,capacity inbound passengers
97,2021,inbound passengers port
97,2021,passengers port date
97,2021,port date entry
97,2021,date entry foregoing
97,2021,entry foregoing without
97,2021,foregoing without prejudice
97,2021,without prejudice immigration
97,2021,prejudice immigration laws
97,2021,immigration laws rules
97,2021,laws rules regulations
97,2021,rules regulations commissioner
97,2021,regulations commissioner immigration
97,2021,commissioner immigration exclusive
97,2021,immigration exclusive prerogative
97,2021,exclusive prerogative decide
97,2021,prerogative decide waiver
97,2021,decide waiver recall
97,2021,waiver recall exclusion
97,2021,recall exclusion orders
97,2021,exclusion orders foreign
97,2021,orders foreign nationals
97,2021,foreign nationals including
97,2021,nationals including foreign
97,2021,including foreign nationals
97,2021,foreign nationals entered
97,2021,nationals entered philippines
97,2021,entered philippines virtue
97,2021,philippines virtue inter
97,2021,virtue inter agency
97,2021,inter agency task
97,2021,agency task force
97,2021,task force resolutions
97,2021,force resolutions subject
97,2021,resolutions subject regular
97,2021,subject regular reporting
97,2021,regular reporting atf
97,2021,reporting atf secretariat
97,2021,atf secretariat end
97,2021,secretariat end calendar
97,2021,end calendar month
97,2021,calendar month bureau
97,2021,month bureau immigration
97,2021,bureau immigration directed
97,2021,immigration directed formulate
97,2021,directed formulate necessary
97,2021,formulate necessary guidelines
97,2021,necessary guidelines ensure
97,2021,guidelines ensure smooth
97,2021,ensure smooth implementation
97,2021,smooth implementation foregoing
97,2021,implementation foregoing recommendation
97,2021,foregoing recommendation national
97,2021,recommendation national task
97,2021,national task force
97,2021,task force covid
97,2021,force covid task
97,2021,covid task group
97,2021,task group food
97,2021,group food security
97,2021,food security ensuring
97,2021,security ensuring unhampered
97,2021,ensuring unhampered passage
97,2021,unhampered passage hog
97,2021,passage hog shipment
97,2021,hog shipment visayas
97,2021,shipment visayas mindanao
97,2021,visayas mindanao preventing
97,2021,mindanao preventing spread
97,2021,preventing spread african
97,2021,spread african swine
97,2021,african swine fever
97,2021,swine fever asf
97,2021,fever asf observing
97,2021,asf observing science
97,2021,observing science based
97,2021,science based precautionary
97,2021,based precautionary quarantine
97,2021,precautionary quarantine measures
97,2021,quarantine measures approved
97,2021,measures approved atf
97,2021,approved atf hereby
97,2021,atf hereby strongly
97,2021,hereby strongly supports
97,2021,strongly supports proposal
97,2021,supports proposal department
97,2021,proposal department agriculture
97,2021,department agriculture designate
97,2021,agriculture designate nautical
97,2021,designate nautical highway
97,2021,nautical highway luzon
97,2021,highway luzon mindanao
97,2021,luzon mindanao maharlika
97,2021,mindanao maharlika highway
97,2021,maharlika highway luzon
97,2021,highway luzon special
97,2021,luzon special hog
97,2021,special hog lanes
97,2021,hog lanes department
97,2021,lanes department agriculture
97,2021,department agriculture department
97,2021,agriculture department interior
97,2021,department interior local
97,2021,interior local government
97,2021,local government department
97,2021,government department trade
97,2021,department trade industry
97,2021,trade industry directed
97,2021,industry directed jointly
97,2021,directed jointly implement
97,2021,jointly implement foregoing
97,2021,implement foregoing resolved
97,2021,foregoing resolved chairperson
97,2021,resolved chairperson chairperson
97,2021,chairperson chairperson duly
97,2021,chairperson duly authorized
97,2021,duly authorized sign
97,2021,authorized sign resolution
97,2021,sign resolution behalf
97,2021,resolution behalf inter
97,2021,behalf inter agency
97,2021,inter agency task
97,2021,agency task force
97,2021,task force approved
97,2021,force approved 28th
97,2021,approved 28th january
97,2021,28th january 2021
97,2021,january 2021 videoconference
97,2021,2021 videoconference karlo
97,2021,videoconference karlo alexei
97,2021,karlo alexei nograles
97,2021,alexei nograles cabinet
97,2021,nograles cabinet secretary
97,2021,cabinet secretary office
97,2021,secretary office cabinet
97,2021,office cabinet secretary
97,2021,cabinet secretary iatf
97,2021,secretary iatf chairperson
97,2021,iatf chairperson iatf
97,2021,chairperson iatf chairperson
97,2021,iatf chairperson certification
98,2021,section article 1987
98,2021,article 1987 constitution
98,2021,1987 constitution states
98,2021,constitution states state
98,2021,states state protect
98,2021,state protect promote
98,2021,protect promote right
98,2021,promote right health
98,2021,right health people
98,2021,health people instill
98,2021,people instill health
98,2021,instill health consciousness
98,2021,health consciousness among
98,2021,consciousness among section
98,2021,among section executive
98,2021,section executive order
98,2021,executive order 168
98,2021,order 168 mandates
98,2021,168 mandates inter
98,2021,mandates inter agency
98,2021,inter agency task
98,2021,agency task force
98,2021,task force management
98,2021,force management emerging
98,2021,management emerging infectious
98,2021,emerging infectious diseases
98,2021,infectious diseases prevent
98,2021,diseases prevent minimize
98,2021,prevent minimize entry
98,2021,minimize entry suspected
98,2021,entry suspected confirmed
98,2021,suspected confirmed patients
98,2021,confirmed patients emerging
98,2021,patients emerging infectious
98,2021,emerging infectious diseases
98,2021,infectious diseases country
98,2021,diseases country september
98,2021,country september 2020
98,2021,september 2020 president
98,2021,2020 president issued
98,2021,president issued proclamation
98,2021,issued proclamation 1021
98,2021,proclamation 1021 2020
98,2021,1021 2020 extending
98,2021,2020 extending period
98,2021,extending period state
98,2021,period state calamity
98,2021,state calamity throughout
98,2021,calamity throughout philippines
98,2021,throughout philippines september
98,2021,philippines september 2021
98,2021,september 2021 department
98,2021,2021 department health
98,2021,department health received
98,2021,health received reports
98,2021,received reports regarding
98,2021,reports regarding new
98,2021,regarding new variant
98,2021,new variant sars
98,2021,variant sars cov
98,2021,sars cov vui
98,2021,cov vui 2020
98,2021,vui 2020 spreading
98,2021,2020 spreading united
98,2021,spreading united kingdom
98,2021,united kingdom great
98,2021,kingdom great britain
98,2021,great britain northern
98,2021,britain northern ireland
98,2021,northern ireland united
98,2021,ireland united kingdom
98,2021,united kingdom another
98,2021,kingdom another variant
98,2021,another variant identified
98,2021,variant identified south
98,2021,identified south africa
98,2021,south africa 501
98,2021,africa 501 memorandums
98,2021,501 memorandums executive
98,2021,memorandums executive secretary
98,2021,executive secretary provided
98,2021,secretary provided additional
98,2021,provided additional measures
98,2021,additional measures observed
98,2021,measures observed relative
98,2021,observed relative sars
98,2021,relative sars cov
98,2021,sars cov variant
98,2021,cov variant detected
98,2021,variant detected united
98,2021,detected united kingdom
98,2021,united kingdom including
98,2021,kingdom including imposition
98,2021,including imposition travel
98,2021,imposition travel restrictions
98,2021,travel restrictions countries
98,2021,restrictions countries jurisdictions
98,2021,countries jurisdictions new
98,2021,jurisdictions new covid
98,2021,new covid variants
98,2021,covid variants officially
98,2021,variants officially reported
98,2021,officially reported subjected
98,2021,reported subjected filipino
98,2021,subjected filipino citizens
98,2021,filipino citizens coming
98,2021,citizens coming countries
98,2021,coming countries jurisdictions
98,2021,countries jurisdictions absolute
98,2021,jurisdictions absolute day
98,2021,absolute day quarantine
98,2021,day quarantine period
98,2021,quarantine period notwithstanding
98,2021,period notwithstanding negative
98,2021,notwithstanding negative reverse
98,2021,negative reverse transcription
98,2021,reverse transcription polymerase
98,2021,transcription polymerase chain
98,2021,polymerase chain reaction
98,2021,chain reaction pcr
98,2021,reaction pcr test
98,2021,pcr test result
98,2021,test result continued
98,2021,result continued implementation
98,2021,continued implementation proactive
98,2021,implementation proactive measures
98,2021,proactive measures necessary
98,2021,measures necessary ensure
98,2021,necessary ensure utmost
98,2021,ensure utmost protection
98,2021,utmost protection health
98,2021,protection health filipino
98,2021,health filipino people
98,2021,filipino people february
98,2021,people february 2021
98,2021,february 2021 total
98,2021,2021 total thirty
98,2021,total thirty five
98,2021,thirty five thousand
98,2021,five thousand four
98,2021,thousand four hundred
98,2021,four hundred fifty
98,2021,hundred fifty five
98,2021,fifty five 455
98,2021,five 455 active
98,2021,455 active covid
98,2021,active covid cases
98,2021,covid cases philippines
98,2021,cases philippines therefore
98,2021,philippines therefore resolved
98,2021,therefore resolved hereby
98,2021,resolved hereby resolved
98,2021,hereby resolved iatf
98,2021,resolved iatf approves
98,2021,iatf approves following
98,2021,approves following iatf
98,2021,following iatf adopts
98,2021,iatf adopts resolution
98,2021,adopts resolution interim
98,2021,resolution interim national
98,2021,interim national immunization
98,2021,national immunization technical
98,2021,immunization technical advisory
98,2021,technical advisory group
98,2021,advisory group iinitag
98,2021,group iinitag doh
98,2021,iinitag doh technical
98,2021,doh technical advisory
98,2021,technical advisory group
98,2021,advisory group doh
98,2021,group doh tag
98,2021,doh tag following
98,2021,tag following key
98,2021,following key points
98,2021,key points prioritization
98,2021,points prioritization framework
98,2021,prioritization framework national
98,2021,framework national local
98,2021,national local private
98,2021,local private distribution
98,2021,private distribution prioritization
98,2021,distribution prioritization criteria
98,2021,prioritization criteria priority
98,2021,criteria priority group
98,2021,priority group recommendations
98,2021,group recommendations criteria
98,2021,recommendations criteria allocation
98,2021,criteria allocation first
98,2021,allocation first batch
98,2021,first batch pfizer
98,2021,batch pfizer biontech
98,2021,pfizer biontech vaccines
98,2021,biontech vaccines recommendations
98,2021,vaccines recommendations health
98,2021,recommendations health profiling
98,2021,health profiling screening
98,2021,profiling screening informed
98,2021,screening informed consent
98,2021,informed consent patient
98,2021,consent patient pathway
98,2021,patient pathway recommendations
98,2021,pathway recommendations vaccination
98,2021,recommendations vaccination cards
98,2021,vaccination cards anent
98,2021,cards anent national
98,2021,anent national task
98,2021,national task force
98,2021,task force covid
98,2021,force covid vaccine
98,2021,covid vaccine cluster
98,2021,vaccine cluster task
98,2021,cluster task group
98,2021,task group covid
98,2021,group covid immunization
98,2021,covid immunization program
98,2021,immunization program hereby
98,2021,program hereby directed
98,2021,hereby directed issue
98,2021,directed issue appropriate
98,2021,issue appropriate guidelines
98,2021,appropriate guidelines based
98,2021,guidelines based initag
98,2021,based initag tag
98,2021,initag tag resolution
98,2021,tag resolution recommendations
98,2021,resolution recommendations iatf
98,2021,recommendations iatf technical
98,2021,iatf technical working
98,2021,technical working group
98,2021,working group ratified
98,2021,group ratified specifics
98,2021,ratified specifics follows
98,2021,specifics follows beginning
98,2021,follows beginning february
98,2021,beginning february 2021
98,2021,february 2021 following
98,2021,2021 following included
98,2021,following included added
98,2021,included added list
98,2021,added list foreign
98,2021,list foreign nationals
98,2021,foreign nationals allowed
98,2021,nationals allowed enter
98,2021,allowed enter philippines
98,2021,enter philippines visas
98,2021,philippines visas issued
98,2021,visas issued march
98,2021,issued march 2020
98,2021,march 2020 still
98,2021,2020 still valid
98,2021,still valid existing
98,2021,valid existing time
98,2021,existing time entry
98,2021,time entry permitted
98,2021,entry permitted enter
98,2021,permitted enter country
98,2021,enter country previous
98,2021,country previous iatf
98,2021,previous iatf resolutions
98,2021,iatf resolutions holders
98,2021,resolutions holders valid
98,2021,holders valid existing
98,2021,valid existing special
98,2021,existing special resident
98,2021,special resident retirees
98,2021,resident retirees visa
98,2021,retirees visa srrv
98,2021,visa srrv section
98,2021,srrv section visas
98,2021,section visas provided
98,2021,visas provided present
98,2021,provided present entry
98,2021,present entry exemption
98,2021,entry exemption document
98,2021,exemption document bureau
98,2021,document bureau immigration
98,2021,bureau immigration upon
98,2021,immigration upon arrival
98,2021,upon arrival foregoing
98,2021,arrival foregoing without
98,2021,foregoing without prejudice
98,2021,without prejudice immigration
98,2021,prejudice immigration laws
98,2021,immigration laws rules
98,2021,laws rules regulations
98,2021,rules regulations commissioner
98,2021,regulations commissioner immigration
98,2021,commissioner immigration exclusive
98,2021,immigration exclusive prerogative
98,2021,exclusive prerogative decide
98,2021,prerogative decide waiver
98,2021,decide waiver recall
98,2021,waiver recall exclusion
98,2021,recall exclusion orders
98,2021,exclusion orders foreign
98,2021,orders foreign nationals
98,2021,foreign nationals authorized
98,2021,nationals authorized entry
98,2021,authorized entry relevant
98,2021,entry relevant iatf
98,2021,relevant iatf resolutions
98,2021,iatf resolutions subject
98,2021,resolutions subject regular
98,2021,subject regular reporting
98,2021,regular reporting atf
98,2021,reporting atf secretariat
98,2021,atf secretariat end
98,2021,secretariat end calendar
98,2021,end calendar month
98,2021,calendar month entry
98,2021,month entry persons
98,2021,entry persons allowed
98,2021,persons allowed enter
98,2021,allowed enter philippines
98,2021,enter philippines relevant
98,2021,philippines relevant atf
98,2021,relevant atf resolutions
98,2021,atf resolutions subject
98,2021,resolutions subject following
98,2021,subject following conditions
98,2021,following conditions pre
98,2021,conditions pre booked
98,2021,pre booked accommodation
98,2021,booked accommodation least
98,2021,accommodation least six
98,2021,least six nights
98,2021,six nights accredited
98,2021,nights accredited quarantine
98,2021,accredited quarantine hotel
98,2021,quarantine hotel facility
98,2021,hotel facility subject
98,2021,facility subject covid
98,2021,subject covid testing
98,2021,covid testing quarantine
98,2021,testing quarantine hotel
98,2021,quarantine hotel facility
98,2021,hotel facility 6th
98,2021,facility 6th day
98,2021,6th day date
98,2021,day date arrival
98,2021,date arrival subject
98,2021,arrival subject maximum
98,2021,subject maximum capacity
98,2021,maximum capacity inbound
98,2021,capacity inbound passengers
98,2021,inbound passengers port
98,2021,passengers port date
98,2021,port date entry
98,2021,date entry purpose
98,2021,entry purpose protocol
98,2021,purpose protocol requiring
98,2021,protocol requiring covid
98,2021,requiring covid testing
98,2021,covid testing sixth
98,2021,testing sixth day
98,2021,sixth day reckoned
98,2021,day reckoned date
98,2021,reckoned date arrival
98,2021,date arrival first
98,2021,arrival first day
98,2021,first day request
98,2021,day request baguio
98,2021,request baguio city
98,2021,baguio city hotels
98,2021,city hotels accommodation
98,2021,hotels accommodation establishments
98,2021,accommodation establishments accommodate
98,2021,establishments accommodate travelers
98,2021,accommodate travelers leisure
98,2021,travelers leisure purposes
98,2021,leisure purposes general
98,2021,purposes general community
98,2021,general community quarantine
98,2021,community quarantine classification
98,2021,quarantine classification subject
98,2021,classification subject continued
98,2021,subject continued strict
98,2021,continued strict observance
98,2021,strict observance health
98,2021,observance health safety
98,2021,health safety protocols
98,2021,safety protocols contact
98,2021,protocols contact tracing
98,2021,contact tracing measures
98,2021,tracing measures granted
98,2021,measures granted resolved
98,2021,granted resolved chairperson
98,2021,resolved chairperson chairperson
98,2021,chairperson chairperson duly
98,2021,chairperson duly authorized
98,2021,duly authorized sign
98,2021,authorized sign resolution
98,2021,sign resolution behalf
98,2021,resolution behalf inter
98,2021,behalf inter agency
98,2021,inter agency task
98,2021,agency task force
98,2021,task force approved
98,2021,force approved 98th
98,2021,approved 98th inter
98,2021,98th inter agency
98,2021,inter agency task
98,2021,agency task force
98,2021,task force meeting
98,2021,force meeting reflected
98,2021,meeting reflected minutes
98,2021,reflected minutes meeting
98,2021,minutes meeting held
98,2021,meeting held 4th
98,2021,held 4th february
98,2021,4th february 2020
98,2021,february 2020 video
98,2021,2020 video conference
98,2021,video conference ncisco
98,2021,conference ncisco duque
98,2021,ncisco duque ill
98,2021,duque ill ecretary
98,2021,ill ecretary department
98,2021,ecretary department health
98,2021,department health iatf
98,2021,health iatf chairperson
98,2021,iatf chairperson certification
2,2020,section article 1987
2,2020,article 1987 constitution
2,2020,1987 constitution states
2,2020,constitution states state
2,2020,states state protect
2,2020,state protect promote
2,2020,protect promote right
2,2020,promote right health
2,2020,right health people
2,2020,health people instill
2,2020,people instill health
2,2020,instill health consciousness
2,2020,health consciousness among
2,2020,consciousness among recognizing
2,2020,among recognizing need
2,2020,recognizing need inter
2,2020,need inter sectoral
2,2020,inter sectoral collaboration
2,2020,sectoral collaboration establish
2,2020,collaboration establish preparedness
2,2020,establish preparedness ensure
2,2020,preparedness ensure efficient
2,2020,ensure efficient government
2,2020,efficient government response
2,2020,government response assess
2,2020,response assess monitor
2,2020,assess monitor contain
2,2020,monitor contain control
2,2020,contain control prevent
2,2020,control prevent spread
2,2020,prevent spread potential
2,2020,spread potential epidemic
2,2020,potential epidemic philippines
2,2020,epidemic philippines inter
2,2020,philippines inter agency
2,2020,inter agency task
2,2020,agency task force
2,2020,task force management
2,2020,force management emerging
2,2020,management emerging infectious
2,2020,emerging infectious diseases
2,2020,infectious diseases eid
2,2020,diseases eid created
2,2020,eid created virtue
2,2020,created virtue executive
2,2020,virtue executive order
2,2020,executive order 168
2,2020,order 168 2014
2,2020,168 2014 january
2,2020,2014 january 2020
2,2020,january 2020 chinese
2,2020,2020 chinese health
2,2020,chinese health authorities
2,2020,health authorities reported
2,2020,authorities reported cause
2,2020,reported cause viral
2,2020,cause viral pneumonia
2,2020,viral pneumonia outbreak
2,2020,pneumonia outbreak city
2,2020,outbreak city wuhan
2,2020,city wuhan hubei
2,2020,wuhan hubei province
2,2020,hubei province china
2,2020,province china novel
2,2020,china novel type
2,2020,novel type coronavirus
2,2020,type coronavirus 2019
2,2020,coronavirus 2019 ncov
2,2020,2019 ncov previously
2,2020,ncov previously identified
2,2020,previously identified humans
2,2020,identified humans january
2,2020,humans january 2020
2,2020,january 2020 world
2,2020,2020 world health
2,2020,world health organization
2,2020,health organization declared
2,2020,organization declared 2019
2,2020,declared 2019 ncov
2,2020,2019 ncov acute
2,2020,ncov acute respiratory
2,2020,acute respiratory disease
2,2020,respiratory disease ard
2,2020,disease ard considered
2,2020,ard considered public
2,2020,considered public health
2,2020,public health emergency
2,2020,health emergency international
2,2020,emergency international concem
2,2020,international concem pheic
2,2020,concem pheic january
2,2020,pheic january 2020
2,2020,january 2020 seven
2,2020,2020 seven thousand
2,2020,seven thousand eight
2,2020,thousand eight hundred
2,2020,eight hundred eighteen
2,2020,hundred eighteen 818
2,2020,eighteen 818 confirmed
2,2020,818 confirmed cases
2,2020,confirmed cases worldwide
2,2020,cases worldwide one
2,2020,worldwide one hundred
2,2020,one hundred seventy
2,2020,hundred seventy 170
2,2020,seventy 170 deaths
2,2020,170 deaths recorded
2,2020,deaths recorded china
2,2020,recorded china january
2,2020,china january 2020
2,2020,january 2020 philippines
2,2020,2020 philippines department
2,2020,philippines department health
2,2020,department health confirmed
2,2020,health confirmed first
2,2020,confirmed first case
2,2020,first case 2019
2,2020,case 2019 ncov
2,2020,2019 ncov ard
2,2020,ncov ard country
2,2020,ard country january
2,2020,country january 2020
2,2020,january 2020 office
2,2020,2020 office president
2,2020,office president directed
2,2020,president directed travel
2,2020,directed travel ban
2,2020,travel ban chinese
2,2020,ban chinese nationals
2,2020,chinese nationals coming
2,2020,nationals coming hubei
2,2020,coming hubei province
2,2020,hubei province china
2,2020,province china ncov
2,2020,china ncov originated
2,2020,ncov originated building
2,2020,originated building san
2,2020,building san lazaro
2,2020,san lazaro compound
2,2020,lazaro compound rizal
2,2020,compound rizal avenue
2,2020,rizal avenue sta
2,2020,avenue sta cruz
2,2020,sta cruz 1003
2,2020,cruz 1003 manila
2,2020,1003 manila trunk
2,2020,manila trunk line
2,2020,trunk line 651
2,2020,line 651 7800
2,2020,651 7800 local
2,2020,7800 local 1108
2,2020,local 1108 hii
2,2020,1108 hii 1112
2,2020,hii 1112 1113
2,2020,1112 1113 direct
2,2020,1113 direct line
2,2020,direct line 711
2,2020,line 711 9502
2,2020,711 9502 711
2,2020,9502 711 9503
2,2020,711 9503 fax
2,2020,9503 fax 743
2,2020,fax 743 1829
2,2020,743 1829 url
2,2020,1829 url http
2,2020,url http www
2,2020,http www doh
2,2020,www doh gov
2,2020,doh gov mail
2,2020,gov mail ftduque
2,2020,mail ftduque doh
2,2020,ftduque doh gov
2,2020,doh gov well
2,2020,gov well places
2,2020,well places china
2,2020,places china spread
2,2020,china spread discase
2,2020,spread discase officially
2,2020,discase officially confirmed
2,2020,officially confirmed chinese
2,2020,confirmed chinese government
2,2020,chinese government 168
2,2020,government 168 2014
2,2020,168 2014 mandates
2,2020,2014 mandates inter
2,2020,mandates inter agency
2,2020,inter agency task
2,2020,agency task force
2,2020,task force prevent
2,2020,force prevent minimize
2,2020,prevent minimize entry
2,2020,minimize entry suspected
2,2020,entry suspected confirmed
2,2020,suspected confirmed patients
2,2020,confirmed patients eid
2,2020,patients eid country
2,2020,eid country prevent
2,2020,country prevent minimize
2,2020,prevent minimize local
2,2020,minimize local spread
2,2020,local spread eid
2,2020,spread eid country
2,2020,eid country well
2,2020,country well establish
2,2020,well establish system
2,2020,establish system identify
2,2020,system identify screen
2,2020,identify screen assist
2,2020,screen assist filipinos
2,2020,assist filipinos suspected
2,2020,filipinos suspected confirmed
2,2020,suspected confirmed infected
2,2020,confirmed infected eid
2,2020,infected eid therefore
2,2020,eid therefore resolved
2,2020,therefore resolved hereby
2,2020,resolved hereby resolved
2,2020,hereby resolved inter
2,2020,resolved inter agency
2,2020,inter agency task
2,2020,agency task force
2,2020,task force approves
2,2020,force approves following
2,2020,approves following recommendations
2,2020,following recommendations guide
2,2020,recommendations guide management
2,2020,guide management 2019
2,2020,management 2019 ncov
2,2020,2019 ncov ard
2,2020,ncov ard situation
2,2020,ard situation implement
2,2020,situation implement directive
2,2020,implement directive chief
2,2020,directive chief executive
2,2020,chief executive imposing
2,2020,executive imposing travel
2,2020,imposing travel restrictions
2,2020,travel restrictions following
2,2020,restrictions following cases
2,2020,following cases person
2,2020,cases person except
2,2020,person except filipino
2,2020,except filipino citizens
2,2020,filipino citizens holders
2,2020,citizens holders permanent
2,2020,holders permanent resident
2,2020,permanent resident visa
2,2020,resident visa issued
2,2020,visa issued philippine
2,2020,issued philippine government
2,2020,philippine government coming
2,2020,government coming hubei
2,2020,coming hubei province
2,2020,hubei province well
2,2020,province well places
2,2020,well places china
2,2020,places china ncov
2,2020,china ncov ard
2,2020,ncov ard spread
2,2020,ard spread officially
2,2020,spread officially confirmed
